,review_id,product_id,star_rating,sentiment_pred,dominant_topic,dominant_topic_score
58,R3KHDEYTFJNTWV,B001A484PS,1,negative,0,0.046238300639902474
59,R16GNAWWQDGKP,B008AOH1O6,5,positive,2,0.03441149626033204
60,RGYZYPG1JPE5G,B00Q50BAM6,5,positive,9,0.04248582205879332
61,R27J3SS4IZ6O0Y,B004SUWU8S,5,positive,6,0.07214939550486105
62,R2ZJ60O7VHIFMJ,B000F2GMBY,5,positive,3,0.18319997364052726
63,R2UAVP7VORY23S,B000VBH2IG,5,positive,0,0.038430581821137004
64,R185VHZ9K546AO,B009N3VDBA,4,positive,4,0.10757461797509925
65,RUWRD9VTTE0OJ,B000KW2YEI,5,positive,0,0.03860775000385434
66,R3LGGHRN6EFSRQ,B001MTKAD0,1,negative,0,0.03240724622853749
67,R2Z93XW00N7GUG,B0009V46CS,5,positive,1,0.09476259739276174
68,R1F441GRT5E31X,B000G3FNVM,1,negative,0,0.03014905846775481
69,RQELC431CBCM0,B00KE459YO,4,positive,5,0.010161249996942998
70,R12XRIFJCH23KL,B0073XCXHA,5,positive,4,0.011126613322597179
71,R24SOL6NKLJLZG,B002GIHRMI,5,positive,5,0.08932670828399329
72,R2GR3B0BRIMCXS,B00CDA0IUC,5,positive,2,0.07375334696437437
73,RRZCTVUJAXR9,B00GTGSH2W,3,neutral,1,0.06097951257137937
74,R1ERIP9L3Y638Z,B003KVKT0C,5,positive,6,0.03588428801872199
75,R1HK4ZGNMR3N10,B00128RR00,2,negative,0,0.017779398384719057
76,R6Y0ANJ4V5XEA,B00KVEIY4O,5,positive,0,0.03934825949529413
77,R1SSXA3ETW46TW,B0002GU0W0,2,negative,7,0.08551980289198081
78,RCXL22TXSSNA2,B005AT3E0O,5,positive,8,0.08520430532120767
79,RCIZZ0AFCLNL,B004WV25NS,5,positive,4,0.050910797055073245
80,R2W7EJFAML2ES3,B00KMF11BA,4,positive,9,0.08584204776239932
81,R222FRTSU90FWI,B0002M6RIK,4,positive,6,0.04476299278902237
82,R1QKJ4RLIOUP33,B00KXJY11C,5,positive,2,0.10737994319027629
83,R20YQ8GMTD3PGJ,B000VZ4HRG,4,positive,4,0.050072052537730415
84,R3RGG60YVQ2SFV,B008UZMNRU,5,positive,3,0.029728149160645978
85,R2F5UC2JIV7TNU,B00A16Y5MM,4,positive,6,0.06365240775054343
86,R185C4BY1KCGZI,B00NCF9WRC,5,positive,3,0.11492819441767825
87,R1CD6884EN0WFM,B002GHBZ4U,4,positive,0,0.05107039199695914
88,R1S4KWRNW187N,B00GS5MRGG,4,positive,1,0.12481306886974743
89,RSPV6Z4C3N7VR,B0043241X8,3,neutral,0,0.0431993501250613
90,R25U2CM0ALFFVZ,B002GJCV96,5,positive,8,0.0667283453209614
91,R2KPG26WTM6QVT,B0041T53KI,5,positive,7,0.09296932236087027
92,R2JPU4SYZ2B8AW,B00NARHNCS,5,negative,7,0.12439867339064539
93,R3PAT68IB2WR3V,B000EEJ5S0,5,positive,8,0.06166090332437639
94,R3LCCU9S648OVA,B0002CZR3G,5,positive,0,0.027163238137594033
95,R2DF5PP86GBP1T,B000CBURPU,5,positive,8,0.11863082875809819
96,R2CEBF757PQUO4,B00DY1F2CS,5,positive,1,0.08410762832677678
97,RWX3EYX27XJM0,B004ZX64K8,5,positive,2,0.1197790747485092
98,RB5ZA8ZAE8C0,B000M74WXM,5,positive,8,0.020478249959551272
99,RWKQ3L4GM2ND5,B0006NMUEU,5,positive,9,0.08597921760926924
100,RZ2V5FDYLOY24,B00BYOEIMC,5,positive,2,0.06328888151798942
101,R3B3LHW16I5E1A,B000065BPB,5,positive,0,0.04504760511641182
102,R39H6Z26AW0IR7,B0002F4Y1O,5,positive,0,0.01777342292226666
103,R2AY3MKLVSHT77,B003JJQMD8,5,positive,9,0.05353145134255184
104,R1UK1Z0G8FSDK1,B00CALEE86,5,positive,7,0.04228981787464526
105,R38O83O5UX7EUG,B001G7DD8W,5,positive,6,0.05124032224208149
106,R2UJV2XKD3TY67,B000068O16,5,positive,5,0.09752738806368412
107,RTSZTXN0VGFVD,B002P9M962,4,positive,9,0.06865185624498835
108,R1KNEZWC3R7NU2,B00B1YOENI,5,positive,8,0.04539869396337468
109,R21RQ7GRR4WO11,B0053VKP8S,5,neutral,0,0.033382070270216585
110,RH8NG3DCINZPZ,B0006MQSR6,5,positive,8,0.12734034606929204
111,R1FSZ931S8TU52,B002XNKZP2,4,positive,6,0.039899540455522124
112,RWUJATV1W1X5E,B004CTKJRO,5,positive,0,0.046842205157644784
113,R6FI22FQZH3Q1,B005QWIBQM,5,positive,6,0.028660178012831092
114,R25HBF0OS6LU02,B003VWJ2K8,1,negative,2,0.06303198762175338
115,R3JAPD0FW2UZ2D,B003O2S9QS,1,negative,0,0.0337800557980798
116,R1B1SVUQI0N2E8,B00BLQTZDA,5,positive,8,0.0844445953370889
117,R2E30MPNNTKL8M,B000BF4550,3,neutral,4,0.13203649303248272
118,R3P3C9ZNBCNPF3,B000XZUPV6,5,positive,0,0.026704460286080398
119,R30SMKRF0BQVQ8,B00QRM4K7E,5,positive,3,0.058454083705038504
120,R2S0ZQ0SAYCU36,B005CEF8P6,4,positive,8,0.04737587958918564
121,R2I2SA8N53M1I1,B000T0ELWO,5,positive,2,0.07385093714141167
122,R1U3QME275JDQ8,B000XI6O2W,5,negative,1,0.11777497728402848
123,RUU6VXEMZSHAT,B008PKR7YE,4,positive,5,0.06870785093940804
124,R398Y7BBCKTQ78,B0043517PA,5,positive,3,0.14970853166758694
125,R22JEPRN4AEJZR,B002QSGR3I,5,positive,6,0.16189733184216645
126,R38PGE15AN0JFV,B00FZ5PZ2I,2,negative,0,0.018946835058817394
127,R3DVK47URJPIYV,B00FXAUWW8,5,positive,3,0.03650607273949786
128,RKX8FY0J7CA1J,B002LZT454,5,positive,7,0.05216062012398664
129,R3CYTYSJ2F7J1O,B00G059BU4,5,positive,6,0.10040255574980386
130,R6Z0CVNV9VG62,B003V4BRR2,5,positive,4,0.06444495267654061
131,R3TZX7LBZ8Q4J9,B0002EJQMC,5,positive,3,0.03499114979995006
132,R2RQ2X91UCTERR,B0074ECMDI,3,neutral,0,0.04191153625444832
133,R15QFTD2SLL9RC,B003UQRWE8,5,positive,7,0.16741448786619828
134,R30TVKTCUYYDHT,B00J3AJVXA,5,positive,4,0.06254510271856303
135,R2MMSIOCKG8CKC,B00CHFQA6E,5,positive,3,0.025461910602272684
136,R1RFOF5QQ6VBLJ,B0037W3J42,2,negative,2,0.041731090942158794
137,R1VFXMTHHZ5UGY,B00006JPD8,3,neutral,0,0.016756890891528802
138,RHM3QFSLTFODZ,B000AAGM0M,2,negative,0,0.019047297944489488
139,R1NGV0Y9BWWCNT,B000EEH988,2,negative,6,0.032881464900518055
140,RDDZ9IPKSOB0P,B0002E4ZJ6,5,positive,2,0.16488140054808234
141,R10AXCGZX4DEFL,B000P3WE60,4,positive,0,0.03542938043738793
142,R2TAAT8WYBYJN7,B007ZKWF6K,5,positive,5,0.05864166588157421
143,RTV6D2K3MWYAV,B0002Z2D08,5,positive,7,0.06732209061671589
144,R3GJWPFPA98TE8,B000EEHNBG,5,positive,6,0.04995086070985586
145,RBEAI1YKAN4HU,B001PGXHXA,5,positive,2,0.05346984520987731
146,R14KLXGMNMEWYC,B007WCJVH2,5,positive,8,0.05629758911843108
147,R1H9DW6HY77B1H,B001P8PN12,5,positive,6,0.09772610817436364
148,RJSNYC45CLA1U,B009O7CE5O,3,neutral,9,0.08391213633166998
149,RLBN1L5FQYIVY,B0037M62KA,4,positive,5,0.05371651727211346
150,R12PFR1NSBGOU,B00J48OQ0O,5,positive,0,0.05595729501645789
151,R1GW2EAPDKIFKF,B001D0DVW0,4,positive,3,0.03708669543784201
152,RA66G7H0ACWLL,B004NIG6H6,5,positive,4,0.09153003551836267
153,RL5ZXDDQGDF4X,B0002IHFI0,3,neutral,8,0.01734744396709277
154,R107ISPNAOJ3HJ,B000RY68PA,4,positive,5,0.12177964213282692
155,R114TS7GPTXDI2,B0078G8B9G,5,neutral,0,0.01177103865876174
156,R17U3Y9X16SURO,B000EEJKSA,5,positive,6,0.0785580703688359
157,R2C2DAPES0W5BG,B0002NRMLU,3,neutral,0,0.017321497746585795
158,R3VLAF1FFVANWT,B00531CKVI,4,positive,0,0.012458187203410727
159,R2XDWD71WFC40R,B00BQOHUHK,4,positive,5,0.04972015154969052
160,R1EGKCVLCWAXIH,B0067MFI7A,5,positive,0,0.02950312069269142
161,RNTBD8HJ3CGRW,B004PKCH0M,4,positive,2,0.05720731959492377
162,R121D60M5Y547W,B0002D0DB6,5,positive,0,0.02719003562095633
163,R33QU2ARR6M8JA,B004N1K4BM,5,positive,0,0.012947735190581488
164,R2RTYB3A9V2Y0H,B006O66YOK,4,neutral,0,0.028936918737957885
165,R3REK13F9JS14E,B000NKR28U,3,neutral,4,0.15279771422381802
166,R2M24PDQJL8O9J,B007TGXAMS,5,positive,5,0.08009589542998762
167,RJ18K64MS0YCT,B00283XPNQ,1,negative,4,0.05797783986940798
168,R28CPUHHZR1H00,B002C4SM5W,1,negative,0,0.022859925692137333
169,R2FOFJ3R645LYH,B0002E2F8E,4,positive,8,0.02416576493176734
170,R3SKJPRHOOBCT,B001PGXKC8,5,positive,9,0.00908792816156356
171,R32LJEF9XKDX59,B0077HNQ5A,5,positive,0,0.03698025049748165
172,R12N79MX4CKI0,B002Z5ZOGS,5,positive,8,0.14237361657904685
173,R1ALGJ8G5RYI3Q,B006DIA77E,4,positive,0,0.036326630157601146
174,RPPJ4IDMKNU45,B005SUT8CI,4,positive,8,0.0927368740111929
175,R37FH37K8GJQUW,B0019EPFL0,5,positive,0,0.03783124210553567
176,RVHMJLVSTIC2D,B008XKTLAE,5,positive,0,0.035624216448840645
177,RFZU5JKXX61Q5,B000LGOW5C,5,positive,6,0.05964407718042745
178,R25MC7203T6M06,B006KX3W0G,5,positive,0,0.022342743531228115
179,R3CSJ7KJA7DI6J,B00BLVOQB6,5,positive,2,0.025491027888022415
180,R2PEWS9C3VLWAK,B004ZG9TMA,5,positive,0,0.062010918457215555
181,R3TNFXGVAG4JLF,B005EU6KYG,5,positive,0,0.05369536763230563
182,R14FNP5PLHRP4K,B000FMP9JU,4,positive,8,0.08521335070884846
183,R2813U349M0DUQ,B005QSVFKU,5,positive,4,0.11112787859381071
184,R298BUKZFGBMOD,B00DMGYOHY,1,negative,9,0.12156815012026265
185,R2EZRAMZSTQAKH,B003D2YRLA,5,positive,3,0.10146085162334668
186,R1AR2AF0X9UHSX,B00B81WDNW,5,positive,6,0.02092361888181759
187,R2IAPO9BS74N3Y,B004LLMAWU,1,negative,6,0.034602457107395526
188,R11GFBKPLOV4AK,B004HJ5FSW,3,neutral,9,0.04010027153675452
189,RNQZTZNRUEBOV,B00296LVYW,1,negative,0,0.03374144036535433
190,R62A89OHJUMDU,B002IJM3RY,5,positive,9,0.056232849799978626
191,RPFPOY7RU79YW,B00JB4WBTO,3,neutral,5,0.0265213173583735
192,R204IYF9DX5YX0,B001L8MEP4,4,positive,6,0.028313242749838152
193,R3FYVZD2WI1PV0,B0002GLMPE,5,neutral,4,0.05325088910954588
194,R3O2IUD5836M4S,B003UVASTO,3,neutral,0,0.04131381551181739
195,R3UWP219JSC0R8,B00ICR9G2Q,1,negative,9,0.2261470963211473
196,R196UJZLLWMCAV,B005EHILV4,5,positive,9,0.10120900213298147
197,R2V950EOJV6LNI,B0003066CI,4,positive,9,0.056997095424342135
198,R1ORBO37GVHOC3,B004Z2NTES,5,positive,8,0.0980537592817013
199,R3M7TFHY3GR2JX,B00DJU32IU,4,positive,8,0.09082513437797697
200,R10JGJ3M70GNJ4,B0002IG1LM,5,positive,0,0.03183554054435313
201,R1IP9U1WPDISHX,B000BYPJ1U,4,negative,0,0.027089372780983806
202,R1SS1UUCWI7G5Q,B000KW2YEI,3,neutral,6,0.007665366928505737
203,RIQBC8GF7PVE9,B0002D0QDQ,2,negative,0,0.056491548256973716
204,RRG3M07BUC0AW,B00GXX14Z8,2,negative,9,0.07651893800038807
205,RHI9Q1I568I2Q,B005EHIN3A,5,positive,3,0.029691375745768744
206,R1SOX0E66ZDMWJ,B0002Z82XA,3,neutral,0,0.04380154493247508
207,R1XHOSGYZTDCXZ,B000XI6O2W,5,positive,2,0.3262333674190626
208,R3QA5JXCJOC8Y1,B0001FTVD6,4,positive,5,0.023919023939198984
209,R2BYB5NDUZIYDV,B008CQ9UY6,5,negative,0,0.01829514188963639
210,R2GXR9TM1W8TJI,B002474FO4,1,negative,6,0.015123694505592743
211,R5X4GYGR5PJUD,B001H42HD6,2,negative,8,0.03491971427477305
212,R83OFIXLICCRI,B00A3K3GMG,4,positive,8,0.06818326299910205
213,R23MFDQQPVPUJ9,B0009FZWMW,2,negative,7,0.19669172775751084
214,R12OG97UHBLGHZ,B0002GL50Q,5,positive,0,0.015358999898641963
215,R36RSS8U0YZY0V,B00KGQAUBC,5,positive,0,0.03167006177335391
216,RW9ZM0729CF9S,B00TUGOAH4,5,positive,0,0.02746425609351158
217,RVJ3GMLYEW9L0,B00NP80XMO,4,positive,8,0.0541396749977443
218,R1IR9HGS6MTSOT,B0038YX3BS,1,negative,0,0.045700220036672214
219,R1PMWHAZ69CN3Y,B0089NNAFW,5,neutral,1,0.02638434369113239
220,R2T6O9G2IV20CO,B000XI6O2W,4,negative,8,0.017253968385553136
221,R122CYMSTYKH2U,B00I056MK4,5,positive,4,0.06260491155518257
222,R345ONX3TS3U4B,B000WS1QC6,5,neutral,2,0.04788385754530757
223,R2YRUJ9PSMQEG9,B000GASJEI,4,positive,6,0.057203670009697775
224,RD3G8BF95TGTG,B0048DDHSC,4,positive,6,0.06475222219991561
225,R1AXE1E5FHYL1V,B000KGYAYQ,5,positive,0,0.019886609892456678
226,RX07R7REKXUC,B00GS5MRGG,5,positive,4,0.040941264294872715
227,R363C9VOAREA7J,B002DP594W,4,positive,3,0.08205877574145806
228,R1N6MDOAJV5QZH,B0007XZCDA,1,negative,7,0.10127919034422672
229,RRQVHH83568V9,B000BHC4BU,5,positive,8,0.06523601097152326
230,R1Q74BPSICG20Q,B001G7HAIG,4,positive,0,0.019605967048649368
231,R3SEFI1PNZUTSB,B000S7268E,4,positive,5,0.05898920417571481
232,RMBM5P8ASBPDO,B000NN1S9Q,3,neutral,1,0.08872364271847918
233,R13SFVNKRXIB8T,B0018TD4K0,4,positive,7,0.06621069361083187
234,RLDDRX3FA30V0,B0018TIADQ,4,positive,3,0.1211455616580016
235,R3HCKUP6VW43KZ,B000N3ZK36,5,positive,5,0.08566293561292526
236,R1BBICO543JCRT,B00062PN6I,3,neutral,1,0.09677547375280506
237,R3LBEOWRCVR4F4,B008M1EMNA,5,positive,8,0.05334495176573558
238,R35MNXQVYJ3ESE,B000RO6C1K,5,neutral,6,0.05128845917951125
239,R1CLO5BUC615NI,B0038O9NLM,1,negative,0,0.024528942230709904
240,RY4SHTRRLNT2T,B000VDQERO,1,negative,0,0.03567517230932787
241,R16UWYECT90N3N,B002FVG9D4,5,positive,7,0.14378493138897452
242,R15S3D9EF7HDCM,B0002E29X0,5,positive,8,0.03854032387438828
243,RXCY2738LIOPU,B0049J4O0K,5,positive,7,0.06143687800079023
244,RIPG7O1Z9TV6E,B0082918X4,1,negative,1,0.10162201684141811
245,R9MLQY5SVY7L,B00062PN6I,3,neutral,0,0.056436210285626155
246,RLX0OURFF4KN,B0006ZXFZQ,4,positive,4,0.054223998097706394
247,RDJDZ3BMC7FN2,B00FK62FSY,5,positive,9,0.05579555492261159
248,R1JS2SM448UXHZ,B00716CXGU,2,negative,0,0.029047648617290728
249,R3L1BRJSQ493E8,B00J2JATL0,2,negative,0,0.048722728750773235
250,R1RM4ETBGB68U4,B00007E7C8,1,negative,3,0.022396515230538497
251,R3J8OOOURZ2Z30,B003FO0LG6,5,positive,0,0.023446256428212468
252,R1V85FM50JDNE8,B000R0TPQ8,5,positive,0,0.040853607792501315
253,RCQAYULHQXK02,B007V5J6AM,5,positive,9,0.038397510115485915
254,R25JTQBEEB3PX4,B000BUPE1O,4,negative,0,0.050137094119317945
255,R17G68100I1NIN,B00H7GT510,5,positive,7,0.058086777900765815
256,R17YRV4ESEI374,B000065BP9,4,positive,0,0.04598399650362667
257,R3IESR6J49ED9W,B002YAOS7A,2,negative,2,0.07572434414405596
258,R1XNAS857JVGQK,B002VA464S,5,positive,9,0.09309020849167578
259,RXTYMPIYMZAIX,B0002D0L40,5,positive,1,0.05470742325967221
260,R3KT7CMD7YPMHT,B00275G7NK,5,positive,6,0.050621967978222056
261,R1FGQSH2H2G63I,B0007L8BQW,4,negative,9,0.07373489218207976
262,RACG6EX52UJF3,B000KITQK2,5,positive,1,0.08944427379866722
263,R12HBWV2K0TWGZ,B000068O36,5,positive,2,0.05550137595334129
264,R8JKEOZSJCI8R,B00NARHNCS,5,positive,3,0.08513275567369182
265,RINBXUT254U8A,B001AH83UG,4,positive,2,0.05056494521179921
266,R3IQLNXWJ4OP5,B000CZ0RHY,3,neutral,2,0.059770505352056864
267,R34WMC8FEHW28R,B007WCJVH2,5,positive,8,0.07929212139533734
268,R2YJW9TR6A73RQ,B002IW99AU,4,neutral,5,0.04465857839596922
269,RN7XSY7XT58Y5,B00713TV2C,1,negative,4,0.05642404260746846
270,R34LGVN5CH0HR5,B000KW2YEI,5,positive,0,0.03108169065829953
271,R155LZHX201WWD,B0002FOBJY,5,positive,9,0.04885145778023379
272,R271VZZ5GG75NN,B00DCM0GYS,5,positive,4,0.07943348796837332
273,R10VFSYLWMMJME,B000KNRGNG,1,negative,7,0.09453612156244502
274,R1V36U469OD20J,B000P5LVSK,5,positive,8,0.06317765080478736
275,R3ROTWC3BEIRML,B0002VQKR4,3,neutral,5,0.08576191265500754
276,R3GYZTWCLYS1DN,B004K8WPUQ,5,positive,0,0.035815870291524755
277,RG7LU8B2PNC4Y,B002MAKE98,5,positive,1,0.08955143445645285
278,R1VG4E64BN6DTQ,B006JB8TKC,5,positive,8,0.03888283230826047
279,R33BNBUR6NUAAE,B000K4289C,2,negative,6,0.04117183263449991
280,R8N4CI12YZGYN,B0087UPRPI,5,positive,0,0.0242891452428723
281,RW9VXOSRF6HLV,B003JJ4X1Q,5,positive,2,0.024568140165608935
282,R38Q04J3BIJF59,B007R7BLZC,5,positive,8,0.06077281611384093
283,RQR4LOOUXT0QI,B0009S5JMM,5,positive,6,0.032807559139899856
284,R11R7CM05J6EWS,B00CAL9M7Y,1,negative,0,0.01640800989019489
285,RU3T4F7DWOH5W,B0002E1NOG,4,positive,7,0.1972102294851298
286,R2WTGXNL8Z8URE,B005WBCI7K,5,positive,1,0.05753150006075147
287,R3TE3BVPNH3GET,B0002DXBUG,4,neutral,0,0.016361786126340788
288,R2RCA6I4OFRA7T,B00HFZA26K,5,positive,4,0.046285109954208405
289,R3LKOXVF6SBLOQ,B0002F6Y94,5,positive,8,0.040170633562540296
290,R1XC3GCX813T0A,B001FFPEKK,4,positive,0,0.027029480340371944
291,R1OE5XLB6LLC12,B0017O2IIU,1,negative,7,0.07690326000075096
292,R2DR725AR3FERC,B001ANK484,5,neutral,2,0.0491557526598988
293,R1MZK26L5CLUCS,B0002PBS6S,5,positive,7,0.10795796687829347
294,R15EXUCMGKR9BO,B00871F7WU,1,negative,0,0.04348118311767639
295,R1GE04XEDVJJ43,B000GE403I,2,negative,9,0.10990334015749136
296,R9RYZT5IJ1U5T,B0002CZRFE,5,positive,0,0.04443482514901607
297,R2BU1I4CYJ7QU5,B00VU1I1SQ,1,negative,4,0.03084247684759266
298,RODW399Q8QJDJ,B001BNRR88,5,positive,6,0.07554715158401185
299,R3W0ZZ48GJXC50,B003C1AUB8,4,positive,6,0.06507157641799903
300,R1G7XKYTTS4L5G,B008K4W3YO,5,positive,0,0.05147657125060612
301,R31X4L0ZJRC0RZ,B004Z17008,5,positive,4,0.06769996546582158
302,R3RUK65ICI6YF5,B002UNMQKM,5,positive,0,0.029499756304533418
303,R3MF81ETYYHT78,B00NAUHX1G,1,negative,2,0.04009090864135264
304,R395INQ0PI40U6,B004LY1R2Q,5,positive,6,0.06385206652651455
305,R17Z6VUSUOZI4P,B003JNEKK6,5,positive,4,0.03806965486572149
306,RQMEJBTKDPGJQ,B000BUHAXY,5,positive,2,0.016396120238327
307,R3E1T0T99E579M,B001AX06KK,5,positive,7,0.11894259335097654
308,R172FD7QZOXIQE,B0002HLJPG,5,positive,3,0.10065434944905274
309,R3J2M28LQWYRS4,B0018O6HRC,3,neutral,0,0.015882837934976256
310,R1B0UAOEZ1CBLG,B00162XUOY,5,positive,7,0.07460713319412955
311,R2KKIIABSM1GKG,B009MBTC2K,1,negative,9,0.16414897305266413
312,R9YG442K6L5S1,B00GGM6GHM,3,neutral,9,0.1122485446057035
313,RN79DMQZEYCOC,B002626WMA,3,neutral,5,0.03151545130690964
314,RZVQR9C3R36Y,B005EU4F66,5,positive,0,0.02394655961463409
315,R1RGKZLY3ZXBP6,B002GYTPAE,5,positive,6,0.040633272091867484
316,R17M7O7XYEX60O,B000P4FC72,5,positive,8,0.10707353079235396
317,R7HCMC8DWRJ6Y,B0052ST704,4,positive,5,0.046347228342166126
318,R2WCAV24RF7U4G,B002PB006G,4,positive,5,0.029776643892620875
319,R1E4YYZ3V3E3QI,B0002E3GEQ,4,positive,0,0.02043404227828461
320,R7U9A6J1EVMII,B000AJIF4E,5,positive,0,0.03652533771890403
321,R2CYP1UZVBITFT,B008CVDKOC,1,negative,4,0.11842743693258496
322,R1E5H8XZV5TTVY,B000QJ02Q2,5,positive,8,0.04552249535998359
323,R2RRH8IJSTYW15,B0002D02GW,5,positive,5,0.023129371135689934
324,R267SZHJXKBKDZ,B0009V83M2,4,positive,5,0.12926702716503755
325,R1NL2AE71DAK9N,B00BSXJY64,5,positive,0,0.06353553677954814
326,RVV43F1DCE1CU,B00162ZSW6,5,positive,7,0.12234648583969832
327,R2Q4MQTJYJUUCY,B0055V7UR0,4,negative,4,0.015357984104284865
328,R3J6JUVSKN4VI0,B0007L8ATA,5,positive,5,0.06310218605874043
329,R34MXCKDFPRBG2,B00SA8DT9I,4,neutral,6,0.014315806818447617
330,R2TUJZD2O37R6I,B0007PENSS,3,neutral,1,0.05933996006927382
331,R23ZOVQKMFII0R,B0002E2MKA,5,positive,2,0.03658633252910927
332,R3SSAYYGPJOEIT,B000SZUI6S,5,positive,1,0.06617018088167972
333,R1H8V0XU9QLBN5,B004I905BS,5,positive,5,0.061447969054806484
334,R2BLNSP577MCKG,B004PO10E2,4,neutral,0,0.036901312404350156
335,R32JRSSQ7I6RTA,B00545EC46,5,positive,0,0.03163793113970285
336,R3LP6FIYQHVWXR,B003GEJ5SK,4,positive,9,0.08934949022374927
337,R2LGSWL1IOVVBX,B0002GJI3C,5,positive,1,0.09957916544811041
338,R3MEKUJA3YLPMH,B005LZQTKE,4,positive,0,0.030524499501431164
339,R305WZ8DMHV80G,B00378LGDW,5,positive,4,0.09654701411658405
